timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
242236,33.11,27.92,99.26,482,25,2.06,0.76,1.82,1.04
242486,33.11,27.95,99.26,489,33,2.06,0.76,1.82,1.06
242736,33.12,27.97,99.26,500,39,2.07,0.76,1.82,1.07
242986,33.12,27.97,99.26,481,37,2.06,0.76,1.82,1.06
243236,33.11,28.00,99.26,478,38,2.06,0.76,1.82,1.06
243486,33.11,28.00,99.26,468,28,2.06,0.76,1.82,1.05
243736,33.11,28.02,99.26,466,31,2.06,0.76,1.82,1.05
243986,33.11,28.02,99.26,457,33,2.06,0.76,1.82,1.04
