timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
236236,33.11,27.88,99.26,407,5,2.05,0.76,1.80,0.96
236486,33.12,27.89,99.26,410,2,2.05,0.76,1.80,0.96
236736,33.12,27.88,99.26,408,0,2.05,0.76,1.80,0.95
236986,33.12,27.86,99.26,407,0,2.05,0.76,1.80,0.96
237236,33.12,27.87,99.26,409,3,2.05,0.76,1.80,0.95
237486,33.11,27.85,99.26,407,2,2.05,0.76,1.80,0.96
237736,33.11,27.86,99.26,404,0,2.05,0.76,1.80,0.96
237986,33.11,27.86,99.26,400,0,2.05,0.76,1.80,0.96
