timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
240236,33.11,27.84,99.26,466,18,2.05,0.76,1.81,1.00
240486,33.11,27.84,99.26,470,20,2.05,0.76,1.81,1.00
240736,33.12,27.83,99.26,459,17,2.05,0.76,1.81,1.00
240986,33.12,27.84,99.26,474,19,2.05,0.76,1.81,1.00
241236,33.11,27.88,99.26,474,27,2.05,0.76,1.81,1.01
241486,33.11,27.86,99.26,470,26,2.05,0.76,1.81,1.01
241736,33.11,27.89,99.26,473,21,2.05,0.75,1.81,1.01
241986,33.11,27.92,99.26,473,34,2.06,0.76,1.81,1.01
