timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
246236,33.11,28.11,99.26,425,14,2.06,0.75,1.82,1.01
246486,33.12,28.12,99.26,434,14,2.06,0.75,1.82,1.01
246736,33.11,28.13,99.26,432,13,2.06,0.75,1.82,1.01
246986,33.11,28.14,99.26,437,13,2.06,0.75,1.82,1.02
247236,33.12,28.15,99.26,461,15,2.06,0.76,1.82,1.04
247486,33.11,28.13,99.26,450,13,2.06,0.76,1.82,1.05
247736,33.12,28.14,99.26,442,16,2.06,0.75,1.82,1.04
247986,33.11,28.15,99.26,435,11,2.06,0.75,1.82,1.03
