timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
238236,33.11,27.84,99.26,401,0,2.05,0.76,1.80,0.96
238486,33.11,27.84,99.26,400,0,2.05,0.76,1.80,0.96
238736,33.11,27.84,99.26,407,2,2.05,0.76,1.80,0.96
238986,33.12,27.84,99.26,426,5,2.05,0.76,1.81,0.97
239236,33.11,27.83,99.26,443,13,2.05,0.76,1.81,1.01
239486,33.11,27.82,99.26,433,5,2.06,0.76,1.81,1.03
239736,33.11,27.84,99.26,444,4,2.06,0.76,1.81,1.03
239986,33.11,27.82,99.26,455,13,2.05,0.76,1.81,1.02
