232486,33.11,27.99,99.26,413,4,2.05,0.77,1.81,0.97
232736,33.11,27.96,99.26,405,3,2.05,0.77,1.81,0.97
232986,33.11,27.96,99.26,402,0,2.05,0.77,1.81,0.96
233236,33.11,27.96,99.26,404,0,2.05,0.77,1.81,0.96
233486,33.11,27.95,99.26,411,5,2.05,0.77,1.81,0.96
233736,33.11,27.94,99.26,410,6,2.05,0.77,1.81,0.96
233986,33.11,27.93,99.26,407,0,2.05,0.77,1.81,0.96
