timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
248236,33.11,28.15,99.26,435,13,2.06,0.75,1.82,1.01
248486,33.11,28.15,99.26,422,6,2.06,0.75,1.82,1.00
248736,33.12,28.15,99.26,405,8,2.06,0.75,1.81,0.99
248986,33.11,28.16,99.26,411,2,2.06,0.75,1.82,0.99
249236,33.11,28.15,99.26,403,1,2.06,0.75,1.81,0.99
249486,33.12,28.16,99.26,400,0,2.05,0.75,1.81,0.98
249736,33.12,28.16,99.26,410,0,2.05,0.75,1.81,0.97
249986,33.12,28.15,99.26,406,5,2.05,0.75,1.81,0.97
